CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,NA1,MG1,AL1,CA1,SC1,SC2,TI1,V1,CR1,CR2,FE1,FE2,CO1,NI1,Y2
17523112-2934016,Rup134,268.12966666666216,-29.56711111111061,69.45238499999999,4829.0,59.0,2.8624532000000005,0.11580375,0.23,-45.669052,0.36518544,6.8,7.7,6.67,6.561,3.384,3.55,5.06,4.357,5.84,5.845,7.64,7.69,5.25,6.52,2.33
17524206-2931490,Rup134,268.1752499999954,-29.530277777777282,65.40704000000001,4893.0,60.0,3.1274507000000002,0.116505325,0.11998299999999999,-41.74395,0.36534613,6.56,7.66,6.58,6.541,3.384,3.45,5.04,4.3269997,5.76,5.705,7.58,7.64,5.13,6.44,2.28
17525926-2934321,Rup134,268.2469166666622,-29.575583333332826,95.2717,4890.0,59.0,2.9484916,0.115266226,0.24,-41.721396999999996,0.36473417,6.58,7.72,6.6,6.551,3.3339999,3.51,5.04,4.3069997,5.78,5.8149996,7.61,7.66,5.15,6.47,2.31
17523883-2932586,Rup134,268.161791666662,-29.54961111111061,94.808846,4847.0,59.0,3.0102603,0.11503298,0.23,-41.5726,0.36474073,6.68,7.78,6.68,6.591,3.424,3.54,5.09,4.397,5.84,5.865,7.64,7.71,5.26,6.54,2.31
17524758-2937061,Rup134,268.1982499999954,-29.618361111110612,70.336464,4897.0,59.0,3.0633432999999997,0.115270466,0.25,-41.518646000000004,0.36510968,6.7,7.74,6.68,6.541,3.4139999999999997,3.51,5.11,4.417,5.85,5.825,7.64,7.69,5.24,6.52,2.32
17523876-2929501,Rup134,268.1614999999955,-29.49724999999949,76.17876,4889.0,59.0,3.1316826,0.11504667,0.31,-41.43215,0.3649948,6.71,7.8,6.7,6.601,3.444,3.64,5.14,4.437,5.85,5.935,7.68,7.76,5.3,6.6,2.4
17523763-2931527,Rup134,268.1567916666621,-29.531305555555054,88.95763000000002,4830.0,59.0,2.9433804,0.11395255,0.32,-41.23615,0.36480594,6.73,7.83,6.72,6.631,3.464,3.62,5.14,4.447,5.87,5.845,7.68,7.75,5.3,6.62,2.36
17523237-2936332,Rup134,268.1348749999954,-29.609222222221717,74.97576,4888.0,59.0,3.082645,0.11625494,0.22399999999999998,-41.16105,0.3650329,6.74,7.78,6.69,6.601,3.4539999999999997,3.57,5.12,4.437,5.85,5.865,7.67,7.73,5.27,6.55,2.35
17523419-2932291,Rup134,268.1424583333288,-29.541416666666173,61.57283,4892.0,60.0,3.107982,0.11606258,0.28,-40.9881,0.36533530000000003,6.63,7.74,6.64,6.591,3.444,3.57,5.09,4.427,5.85,5.7949996,7.63,7.72,5.19,6.53,2.31
17523401-2932444,Rup134,268.14170833332884,-29.545666666666175,69.03809,4838.0,59.0,2.9869611000000003,0.11575614,0.32,-40.96755,0.3651223,6.72,7.83,6.72,6.631,3.444,3.61,5.14,4.417,5.88,5.9249997,7.69,7.73,5.3,6.61,2.37
17530509-2934389,Rup134,268.27120833332884,-29.577472222221733,71.82854,4876.0,59.0,3.1046669999999996,0.11521715,0.33,-40.92885,0.36509302,6.7,7.83,6.73,6.6410003,3.534,3.62,5.17,4.487,5.91,5.975,7.71,7.75,5.32,6.63,2.37
17525618-2933162,Rup134,268.23408333332884,-29.554499999999504,83.146866,4860.0,59.0,3.0217962000000003,0.11431572599999999,0.32,-40.804947,0.3648715,6.67,7.78,6.68,6.581,3.384,3.59,5.09,4.387,5.85,5.915,7.67,7.75,5.28,6.59,2.34
17523054-2930564,Rup134,268.1272499999955,-29.515666666666174,58.76174,4909.0,60.0,3.1891284,0.11621265,0.24,-40.62095,0.36546493,6.66,7.81,6.66,6.561,3.484,3.6,5.14,4.467,5.87,5.875,7.66,7.73,5.28,6.53,2.37
17524677-2930020,Rup134,268.1948749999954,-29.500555555555053,64.46051,4940.0,60.0,3.2820845000000003,0.11557085,0.31,-40.6166,0.36527637,6.72,7.85,6.72,6.651,3.5239999999999996,3.67,5.21,4.547,5.91,5.975,7.72,7.77,5.33,6.6,2.47
17524920-2936248,Rup134,268.2049999999955,-29.606888888888392,81.455414,4789.0,59.0,2.9705607999999994,0.11428809,0.18,-40.55905,0.3649643,6.58,7.76,6.7,6.601,3.4539999999999997,3.52,5.13,4.447,5.84,5.785,7.62,7.66,5.24,6.53,2.29
17525367-2934096,Rup134,268.2236249999956,-29.569333333332825,73.11079000000002,4850.0,59.0,3.0940068,0.115360536,0.34,-40.1649,0.36507082,6.7,7.81,6.72,6.601,3.4539999999999997,3.64,5.13,4.437,5.87,5.975,7.68,7.77,5.32,6.61,2.4
17524531-2933465,Rup134,268.1887916666621,-29.562916666666165,48.851856,4863.0,67.0,3.0277886,0.11919607,0.24,-39.92765,0.36586258,6.63,7.71,6.62,6.471,3.3939999999999997,3.57,5.03,4.297,5.87,5.9249997,7.6,7.67,5.2,6.53,2.31
17525298-2931582,Rup134,268.2207499999954,-29.53283333333284,84.51733399999998,4856.0,59.0,2.9016216,0.11510982,0.25,-39.3071,0.36488572,6.63,7.74,6.64,6.5710000000000015,3.3939999999999997,3.5,5.07,4.357,5.82,5.805,7.62,7.69,5.21,6.53,2.33
17524150-2931565,Rup134,268.17291666666216,-29.53236111111061,78.86044,4854.0,60.0,3.1241939999999997,0.11474933,0.28,-36.45815,0.36497584,6.66,7.79,6.64,6.591,3.444,3.57,5.09,4.397,5.84,5.875,7.66,7.78,5.25,6.57,2.39
17524180-2933493,Rup134,268.1741666666621,-29.563694444443946,74.50579,4850.0,59.0,3.0930057,0.11597518,0.27,-30.944698,0.36500509999999997,6.68,7.74,6.67,6.6110000000000015,3.4339999999999997,3.58,5.13,4.447,5.85,5.9049997,7.69,7.75,5.27,6.62,2.33
17524658-2928367,Rup134,268.1940833333288,-29.476861111110612,71.25588,4796.0,60.0,2.814541,0.11640307,0.17,-30.366,0.36530359999999995,6.48,7.59,6.58,6.401,3.324,3.41,4.98,4.257,5.68,5.725,7.53,7.61,5.12,6.42,2.27
17530131-2939256,Rup134,268.2554583333288,-29.657111111110613,72.891335,4983.0,60.0,3.0692515,0.11599177,0.173227,-29.633999,0.36569113,6.7,7.78,6.65,6.521,3.444,3.44,5.09,4.377,5.78,5.7749996,7.59,7.62,5.16,6.41,2.26
17525885-2933180,Rup134,268.24520833332883,-29.554999999999502,59.912440000000004,4099.0,66.0,1.9783859000000001,0.11809489999999999,-0.04,-29.5024,0.3663969,6.55,7.7,6.74,6.601,3.364,3.23,4.95,4.337,5.66,5.625,7.31,7.51,5.22,6.48,2.14
17522717-2933486,Rup134,268.1132083333289,-29.56349999999949,71.52441400000002,4946.0,59.0,3.1186242,0.11523571,0.24,-27.085998999999997,0.3652164,6.59,7.69,6.54,6.601,3.3539999999999996,3.47,5.05,4.3269997,5.77,5.8349996,7.6,7.7,5.12,6.43,2.28
17523230-2931543,Rup134,268.13458333332875,-29.53174999999949,98.64171999999999,4879.0,59.0,2.9500782,0.113505475,0.035,-24.247598999999997,0.3646737,6.36,7.51,6.43,6.4110002999999995,3.234,3.28,4.9,4.187,5.61,5.555,7.45,7.49,4.97,6.31,2.15
17522080-2930049,Rup134,268.0866666666621,-29.501361111110626,97.05165,4580.0,59.0,2.497018,0.113886744,-0.483,-23.1272,0.36470202,5.77,7.28,6.15,6.081,2.8339999,3.02,4.62,3.717,5.08,5.105,6.91,7.0,4.56,5.81,1.66
17523941-2940138,Rup134,268.1642083333288,-29.670499999999496,56.367874,4391.0,60.0,2.7612798,0.11764006,0.21864,-19.1258,0.36591798,6.64,7.98,6.84,6.6610002999999995,3.464,3.63,5.15,4.467,5.88,5.9249997,7.7,7.79,5.47,6.78,2.47
17522929-2935169,Rup134,268.1220416666622,-29.588027777777285,73.245026,4760.0,59.0,2.8798401,0.114373915,0.19,-12.887650500000001,0.36502686,6.6,7.72,6.63,6.591,3.384,3.52,5.06,4.3469996,5.8,5.785,7.63,7.66,5.19,6.54,2.41
17522584-2932235,Rup134,268.1076666666621,-29.53986111111061,89.879074,5007.0,59.0,2.9561696,0.11378964,0.3,-9.55415,0.36490637,6.62,7.73,6.6,6.581,3.4139999999999997,3.55,5.05,4.2869997,5.79,5.805,7.65,7.7,5.15,6.48,2.39
10440278-5939464,Trumpler14,161.0115833333306,-59.66288888888789,117.28841000000001,5049.0,0.0,2.92,0.0,0.01,-20.529648,0.58618,,,,,,,,,,,,,,,
10450760-5933450,Trumpler14,161.28166666666397,-59.56249999999899,136.12422,4942.0,40.0,2.828455,0.057114407,0.05856953,-5.9851503,0.3648616,6.5699997,7.61,6.5,6.4700003,3.15,3.39,4.97,4.17,5.67,5.64,7.5,7.59,5.03,6.29,2.17
10435993-5933092,Trumpler14,160.99970833333055,-59.552555555554534,14.8309,5312.0,0.0,3.52,0.0,-0.09,18.331211,21.935131,,,,,,,,,,,,,,,
10442781-5945214,Trumpler14,161.11587499999732,-59.755944444443436,320.6393,5012.0,22.0,2.6683102,0.03887515,-0.18371873,27.3373,0.3641238,6.0499997,7.38,6.25,6.26,2.93,3.24,4.79,3.8999998999999996,5.32,5.17,7.2,7.22,4.77,5.96,1.65
12385807-6030286,Trumpler20,189.74195833333016,-60.50794444444341,147.8617,4436.0,57.0,2.1692283,0.11327068,0.0567038,-40.97355,0.36440453,6.31,7.5,6.4,6.461,3.0839999,3.27,4.79,3.9970002,5.61,5.645,7.42,7.48,4.99,6.36,2.19
12392636-6040217,Trumpler20,189.8598749999968,-60.67269444444339,62.443886,4919.0,59.0,3.0182707000000004,0.11660705,0.14,-40.9053,0.36536548,6.32,7.57,6.4,6.421,3.2539999999999996,3.38,4.97,4.157,5.69,5.645,7.51,7.56,4.97,6.3,2.34
12391200-6036322,Trumpler20,189.80004166666345,-60.60894444444342,84.71342,4922.0,57.0,2.9931734,0.11511206,0.21,-40.680748,0.36484665,6.41,7.62,6.45,6.5310000000000015,3.2939999999999996,3.45,4.97,4.147,5.73,5.765,7.59,7.65,5.01,6.42,2.39
12393740-6032568,Trumpler20,189.9058749999968,-60.54911111111011,62.42633000000001,4970.0,58.0,3.030686,0.11612919999999999,0.14,-40.635498,0.36530146,6.41,7.57,6.44,6.461,3.2539999999999996,3.39,4.96,4.137,5.72,5.6949997,7.53,7.57,4.98,6.34,2.34
12395711-6039335,Trumpler20,189.9879999999968,-60.65930555555453,87.36282,4927.0,57.0,2.929491,0.11451271,0.14,-40.631298,0.3648059,6.39,7.56,6.41,6.481,3.2739999999999996,3.38,4.94,4.137,5.68,5.705,7.52,7.57,4.97,6.34,2.31
12402227-6037419,Trumpler20,190.0928749999968,-60.62830555555454,68.53823,4922.0,58.0,2.8766592,0.115234055,0.234344,-40.60085,0.36519462,6.37,7.55,6.41,6.471,3.264,3.38,4.95,4.137,5.7,5.6749997,7.53,7.59,4.98,6.33,2.33
12394688-6033540,Trumpler20,189.94541666666345,-60.56499999999898,78.33034,4912.0,58.0,2.966743,0.113975555,0.249102,-40.54675,0.36494893,6.27,7.55,6.43,6.4510000000000005,3.1439999999999997,3.39,4.89,4.0569999999999995,5.65,5.7349997,7.5,7.61,4.95,6.31,2.32
12394514-6038258,Trumpler20,189.93820833333007,-60.640472222221184,78.98546,4905.0,58.0,3.0069284,0.11380819,0.162613,-40.46325,0.36492223,6.38,7.62,6.43,6.511,3.2539999999999996,3.39,4.99,4.167,5.73,5.7349997,7.57,7.62,5.02,6.42,2.37
12394307-6039193,Trumpler20,189.92954166666343,-60.6553611111101,77.61086,4845.0,58.0,2.8789928,0.114877485,0.21,-40.386047,0.36503944,6.37,7.54,6.44,6.4510000000000005,3.2039999999999997,3.39,4.92,4.117,5.71,5.725,7.53,7.62,5.02,6.38,2.39
12390478-6041475,Trumpler20,189.76991666666345,-60.69652777777676,74.19894000000002,4927.0,57.0,2.9598793999999997,0.114238836,0.152,-40.349598,0.3650171,6.39,7.51,6.39,6.471,3.2039999999999997,3.35,4.9,4.077,5.67,5.6949997,7.52,7.61,4.95,6.32,2.31
12391002-6038402,Trumpler20,189.7918333333301,-60.64449999999896,127.08571,4430.0,57.0,2.156184,0.11301006400000001,0.03,-40.3327,0.36455214,6.36,7.55,6.42,6.4110002999999995,3.1039999999999996,3.25,4.78,3.9970002,5.59,5.6349998,7.43,7.5,5.0,6.37,2.18
12400449-6036566,Trumpler20,190.01879166666345,-60.6157222222212,120.21948,4345.0,57.0,2.0984702,0.11324399,0.0,-40.206398,0.36457595,6.31,7.53,6.39,6.431,3.0639999999999996,3.25,4.8,4.007,5.57,5.625,7.4,7.44,5.0,6.37,2.19
12394385-6033165,Trumpler20,189.93279166666343,-60.55461111111008,72.94648000000002,4981.0,58.0,2.9978453999999997,0.114931546,0.16,-40.1625,0.3650742,6.36,7.55,6.43,6.461,3.284,3.37,4.97,4.167,5.7,5.6549997,7.52,7.57,4.98,6.32,2.32
12383597-6045242,Trumpler20,189.64979166666345,-60.75680555555454,77.55749499999997,4945.0,58.0,3.0773296,0.11471949999999999,0.179,-40.1006,0.36500013,6.37,7.56,6.4,6.441,3.194,3.43,4.93,4.107,5.71,5.7349997,7.54,7.66,4.99,6.34,2.39
12390709-6038056,Trumpler20,189.77958333333007,-60.63491666666562,66.98929,4958.0,58.0,3.1593387,0.11589315,0.15,-39.98465,0.36521688,6.36,7.57,6.43,6.501,3.2439999999999998,3.4,4.94,4.147,5.7,5.7149997,7.52,7.64,5.0,6.33,2.34
12400109-6031395,Trumpler20,190.0046249999968,-60.527638888887864,82.51279,4798.0,58.0,2.858719,0.1140385,0.149,-39.87785,0.36487928,6.36,7.56,6.39,6.441,3.214,3.4,4.91,4.087,5.68,5.745,7.53,7.59,4.97,6.38,2.36
12400259-6039545,Trumpler20,190.01083333333008,-60.66513888888786,143.49133,4477.0,57.0,2.287975,0.112134285,0.07,-39.82395,0.36442974,6.34,7.55,6.43,6.4510000000000005,3.1639999999999997,3.31,4.85,4.067,5.63,5.6749997,7.46,7.53,5.03,6.37,2.23
12395554-6037268,Trumpler20,189.98145833333007,-60.6241111111101,115.24338,4877.0,57.0,2.889472,0.11243075,0.21576599999999999,-39.771248,0.36454454,6.35,7.59,6.41,6.511,3.264,3.44,4.95,4.147,5.72,5.7349997,7.56,7.62,5.0,6.39,2.34
12400754-6035445,Trumpler20,190.03145833333008,-60.595694444443424,113.63078999999999,4360.0,57.0,2.0818079,0.11383216,0.0580263,-39.6498,0.36463797,6.34,7.59,6.44,6.501,3.0839999,3.28,4.8,4.0169999999999995,5.61,5.6749997,7.45,7.53,5.03,6.4,2.2
12392698-6036053,Trumpler20,189.8624999999968,-60.60147222222121,97.081245,4737.0,65.0,2.740946,0.11455673,0.152482,-39.6414,0.36475664,6.24,7.5,6.4,6.441,3.074,3.36,4.85,4.047,5.62,5.705,7.5,7.59,4.94,6.32,2.29
12394418-6034410,Trumpler20,189.93412499999678,-60.578111111110076,74.45752,4922.0,58.0,2.9682791,0.115466945,0.23,-39.58205,0.3650133,6.45,7.59,6.46,6.5310000000000015,3.284,3.39,4.99,4.147,5.74,5.875,7.58,7.67,5.03,6.42,2.42
12400116-6035218,Trumpler20,190.00483333333008,-60.58938888888788,82.14,4810.0,58.0,2.7678895,0.11471171,0.102,-39.4766,0.36488765,6.3,7.49,6.38,6.421,3.134,3.34,4.83,4.007,5.6,5.615,7.48,7.55,4.92,6.3,2.2
12402478-6043103,Trumpler20,190.10333333333008,-60.719472222221185,82.26066,4592.0,58.0,2.455899,0.11399668,0.06,-39.27665,0.3648827,6.39,7.57,6.46,6.4510000000000005,3.2039999999999997,3.32,4.91,4.177,5.66,5.6549997,7.48,7.53,5.03,6.37,2.28
12394596-6038389,Trumpler20,189.9414999999968,-60.644138888887866,96.30306999999999,4869.0,58.0,2.871956,0.114352725,0.11848800000000001,-39.27285,0.36474895,6.24,7.48,6.37,6.4110002999999995,3.1439999999999997,3.32,4.87,4.067,5.61,5.645,7.47,7.55,4.92,6.27,2.27
12390409-6034001,Trumpler20,189.7671249999968,-60.56669444444341,131.24052,4402.0,57.0,2.1588990000000003,0.11350439,0.0438804,-39.108047,0.3644932,6.35,7.55,6.41,6.4910000000000005,3.0839999,3.29,4.81,4.0169999999999995,5.59,5.6349998,7.44,7.51,5.02,6.39,2.22
12393781-6039051,Trumpler20,189.90758333333008,-60.65141666666564,67.15519,4892.0,58.0,2.9457936,0.11548298,0.115,-39.09845,0.3651797,6.31,7.55,6.41,6.3710002999999995,3.174,3.29,4.88,4.047,5.64,5.6949997,7.46,7.57,4.95,6.28,2.32
12394715-6040584,Trumpler20,189.94645833333007,-60.68288888888787,113.96063999999998,4615.0,57.0,2.5465317,0.11323633,0.14,-38.823997,0.36458686,6.41,7.56,6.47,6.481,3.234,3.38,4.95,4.187,5.7,5.725,7.51,7.57,5.08,6.4,2.34
12394897-6033282,Trumpler20,189.9541249999968,-60.5578333333323,64.45555,4871.0,58.0,2.7610555,0.11476364,0.13,-38.7872,0.3652756,6.33,7.52,6.4,6.421,3.214,3.31,4.89,4.067,5.66,5.625,7.47,7.53,4.91,6.29,2.23
12391577-6034406,Trumpler20,189.81570833333006,-60.577944444443425,72.619835,4796.0,58.0,2.929061,0.115254305,0.10681500000000001,-38.59095,0.36508483,6.2,7.51,6.4,6.401,3.2039999999999997,3.25,4.86,4.037,5.62,5.6549997,7.42,7.52,4.93,6.24,2.23
16005168-5332013,Trumpler23,240.21533333332928,-53.53369444444356,125.39078,4951.0,60.0,2.8306596,0.11604049,0.2,-62.9178,0.36471322,6.67,7.7,6.64,6.511,3.424,3.48,5.05,4.297,5.8,5.7349997,7.61,7.64,5.14,6.43,2.31
16005220-5333362,Trumpler23,240.217499999996,-53.56005555555464,114.04191000000002,4835.0,58.0,2.7363791,0.11362897599999999,0.26,-62.5822,0.36470625,6.59,7.66,6.51,6.4110002999999995,3.2239999999999998,3.5,4.86,4.027,5.66,5.825,7.53,7.73,5.03,6.39,2.3
16010639-5331056,Trumpler23,240.276624999996,-53.5182222222213,55.67074,4840.0,67.0,2.7803423,0.122077145,0.23,-62.06845,0.36579832,6.51,7.66,6.58,6.421,3.2939999999999996,3.43,4.95,4.177,5.75,5.825,7.51,7.6,5.1,6.36,2.23
16004312-5330509,Trumpler23,240.1796666666626,-53.514138888888,89.15872,4991.0,61.0,3.2336612000000002,0.11735722,0.29,-61.8784,0.36560056,6.63,7.76,6.6,6.551,3.534,3.53,5.11,4.377,5.86,5.8349996,7.64,7.76,5.2,6.43,2.44
16010770-5329374,Trumpler23,240.28208333332933,-53.493722222221315,124.208786,4746.0,57.0,2.7025487,0.11400127,0.22,-61.60315,0.3649039,6.52,7.6,6.51,6.351,3.194,3.39,4.86,4.067,5.67,5.805,7.47,7.64,5.04,6.31,2.2
16003885-5334507,Trumpler23,240.16187499999594,-53.58074999999909,80.55653000000002,4366.0,58.0,2.4332037,0.113601826,0.18,-61.288498,0.3650235,6.34,7.71,6.51,6.331,3.1239999999999997,3.36,4.77,3.967,5.64,5.845,7.45,7.62,5.15,6.47,2.22
16003935-5332367,Trumpler23,240.1639583333293,-53.54352777777686,132.68578,4671.0,57.0,2.617867,0.11291528,0.18,-61.024547999999996,0.36466268,6.45,7.56,6.45,6.221,3.0639999999999996,3.33,4.75,3.937,5.59,5.7949996,7.42,7.64,4.99,6.3,2.17
16010433-5332336,Trumpler23,240.26804166666253,-53.54266666666575,65.9602,4625.0,58.0,2.4893034,0.116342485,0.154,-60.66245,0.36537927,6.43,7.61,6.47,6.271,3.0439999999999996,3.33,4.74,3.927,5.6,5.805,7.44,7.62,5.0,6.31,2.16
16010025-5333101,Trumpler23,240.25104166666264,-53.55280555555465,83.90124,4972.0,61.0,3.0609292999999997,0.11784063,0.2,-60.324753,0.36547044,6.62,7.71,6.59,6.541,3.4139999999999997,3.46,5.06,4.3469996,5.8,5.7549996,7.62,7.65,5.13,6.43,2.34
16005798-5331476,Trumpler23,240.24158333332932,-53.52988888888797,82.86159,4854.0,61.0,2.8826678,0.11857736,0.23,-60.0868,0.3650932,6.55,7.67,6.54,6.4510000000000005,3.3139999999999996,3.44,4.96,4.217,5.73,5.805,7.56,7.69,5.08,6.4,2.26
16004025-5329439,Trumpler23,240.16770833332927,-53.49552777777689,110.654655,4931.0,60.0,2.9612672000000004,0.11622587599999999,0.19,-56.608447999999996,0.36534548,6.62,7.71,6.54,6.4910000000000005,3.3539999999999996,3.45,4.97,4.2469997,5.73,5.745,7.55,7.67,5.07,6.33,2.25
16004569-5329177,Trumpler23,240.19037499999592,-53.48824999999909,120.10576,4941.0,61.0,2.9124372000000003,0.11567006,0.2,-55.537696999999994,0.36454338,6.68,7.67,6.53,6.5310000000000015,3.2939999999999996,3.45,4.93,4.147,5.72,5.7749996,7.57,7.66,5.04,6.42,2.22
16004572-5332095,Trumpler23,240.19049999999595,-53.53597222222132,84.363014,4859.0,61.0,2.8371007,0.11769267,0.22,-43.406998,0.36514914,6.48,7.63,6.47,6.381,3.2939999999999996,3.41,4.89,4.087,5.68,5.8149996,7.52,7.65,5.03,6.35,2.32
08074019-4730403,gamma2_Vel,121.91745833333128,-47.51119444444364,194.07712,5057.0,24.0,3.6080472,0.06219886,-0.10973985,1.5501,0.36447835,5.96,7.42,6.3399997,6.37,2.89,3.3100002,4.85,4.02,5.45,5.44,7.34,7.34,4.82,6.1,1.97
08090542-4740261,gamma2_Vel,122.27258333333126,-47.673916666665846,180.30365,5038.0,36.0,2.6864882000000003,0.09311397,-0.097957,2.3059,0.36423326,6.08,7.23,6.21,6.28,2.68,3.1200001,4.69,3.83,5.4,5.1800003,7.31,7.31,4.64,6.08,1.95
08083232-4722553,gamma2_Vel,122.13466666666464,-47.382027777776976,145.09058000000005,4661.0,10.0,2.5985997000000003,0.067163855,0.08031501,4.61995,0.36478740000000004,6.24,7.62,6.5499997,6.4,3.06,3.46,4.92,4.18,5.61,5.61,7.48,7.58,5.06,6.28,2.1
08105180-4746394,gamma2_Vel,122.71583333333128,-47.777611111110325,78.251526,4943.0,13.0,2.6585848,0.038573787000000005,-0.16363855,7.6923,0.3648728,6.1299996,7.4,6.22,6.29,2.88,3.25,4.81,3.9499998,5.41,5.34,7.27,7.28,4.81,6.04,1.89
08103782-4702584,gamma2_Vel,122.6575833333313,-47.04955555555476,173.4232,4744.0,24.0,2.5438936,0.048370384,-0.009993641999999999,8.468699,0.3642681,6.18,7.49,6.3799996,6.4100003,2.96,3.4,4.86,4.03,5.51,5.4700003,7.41,7.51,4.92,6.2,2.07
08091397-4722030,gamma2_Vel,122.30820833333128,-47.3674999999992,141.85715,4647.0,6.0,2.409607,0.05592708,-0.11285584,11.0132,0.36441278,6.2599998,7.45,6.37,6.34,2.93,3.2900002,4.89,4.08,5.51,5.42,7.36,7.4,4.88,6.13,2.14
08101160-4737555,gamma2_Vel,122.5483333333313,-47.63208333333253,141.96598999999995,4447.0,28.0,1.9834881000000002,0.07052086,-0.43959729999999997,11.1002,0.36475250000000004,5.87,7.35,6.27,6.19,2.76,3.0800002,4.82,3.86,5.21,5.07,7.04,7.03,4.69,5.84,1.71
08095783-4701385,gamma2_Vel,122.49095833333128,-47.027361111110324,145.4325,5002.0,28.0,2.5481727000000003,0.038060717,-0.24629346,26.083000000000002,0.3643647,6.04,7.34,6.19,6.2400002,2.85,3.23,4.77,3.87,5.32,5.17,7.21,7.23,4.75,5.98,1.82
08094711-4740038,gamma2_Vel,122.4462916666646,-47.6677222222214,138.0558,4773.0,7.0,2.660925,0.07153003,0.07016372,27.529152000000003,0.36441654,6.2,7.64,6.49,6.42,3.08,3.47,4.97,4.19,5.64,5.6800003,7.51,7.57,5.03,6.29,2.22
08085599-4659333,gamma2_Vel,122.23329166666464,-46.99258333333254,145.64854,5139.0,1.0,2.936845,0.00886765,-0.0008802897,28.077702000000002,0.36435574,6.3599997,7.509999799999999,6.39,6.4700003,3.06,3.44,4.98,4.04,5.59,5.52,7.49,7.52,4.91,6.24,2.2
08101307-4722227,gamma2_Vel,122.5544583333313,-47.37297222222144,41.507908,4833.0,112.0,3.1677167,0.23609921,0.21566504,28.74275200000001,0.36661777,6.44,7.7999997,6.5699997,6.42,3.42,3.74,5.22,4.41,5.78,5.9049997,7.6,7.92,5.4,6.53,2.93
08080882-4736515,gamma2_Vel,122.03674999999798,-47.61430555555475,119.00578999999999,4600.0,21.0,2.538599,0.0932535,0.034985483,29.6232,0.36453223,6.31,7.65,6.5099998,6.4300003,3.07,3.43,5.01,4.2,5.57,5.5,7.43,7.49,5.06,6.27,2.17
08073315-4744513,gamma2_Vel,121.88812499999793,-47.74758333333252,212.92957,5171.0,4.0,2.9518353999999998,0.0050162678,0.001749521,30.2407,0.36417309999999997,6.35,7.509999799999999,6.3599997,6.48,3.1,3.39,4.88,4.07,5.6,5.46,7.47,7.52,4.9,6.16,2.13
08114116-4720345,gamma2_Vel,122.92149999999792,-47.34291666666586,122.63703999999998,5015.0,4.0,2.85584,0.008761855,0.07547881,33.24535,0.3644789,6.52,7.56,6.48,6.55,3.16,3.49,4.94,4.16,5.71,5.67,7.57,7.57,5.0,6.31,2.24
08070717-4721463,gamma2_Vel,121.77987499999792,-47.36286111111031,174.32896000000005,5215.0,54.0,2.9203069999999998,0.011673339,0.046750057000000005,36.35395,0.36425784,6.3199997,7.5,6.42,6.44,3.06,3.43,4.9,4.04,5.56,5.59,7.45,7.56,4.88,6.19,2.06
08095429-4710344,gamma2_Vel,122.47620833333124,-47.17622222222143,185.7354,5004.0,27.0,2.5589793,0.04923103400000002,-0.2517656,38.37560300000001,0.36422387,6.2599998,7.38,6.27,6.29,2.88,3.27,4.77,3.85,5.32,5.23,7.23,7.24,4.74,6.0,1.72
08111853-4704187,gamma2_Vel,122.82720833333126,-47.07186111111032,154.5286,4997.0,34.0,3.2968125,0.04391112,-0.0874101,41.4392,0.36430737,6.0699997,7.52,6.33,6.4100003,3.0,3.3600001000000006,4.89,4.04,5.47,5.41,7.38,7.35,4.86,6.16,1.9
05352516+0948394,lam_Ori,83.85483333333192,9.810944444444278,134.9485,4934.0,6.0,2.8458302000000004,0.05657211700000001,-0.032082763,3.008,0.3643982,6.1299996,7.43,6.33,6.38,2.96,3.45,4.89,4.01,5.52,5.51,7.41,7.47,4.86,6.18,2.11
05365192+0945467,lam_Ori,84.2163333333319,9.762972222222057,95.51233,5095.0,19.0,3.3980699999999997,0.05366516,-0.04323049,6.4059,0.36468779999999995,6.14,7.52,6.3599997,6.44,3.06,3.39,4.93,4.11,5.56,5.46,7.42,7.43,4.92,6.22,2.19
05355590+0931130,lam_Ori,83.98291666666525,9.520277777777617,137.14983,4611.0,10.0,2.6406074,0.058392346,0.14330488,6.95225,0.36467478,6.48,7.71,6.6299996,6.54,3.14,3.5400002,5.06,4.2999997,5.72,5.66,7.58,7.63,5.17,6.43,2.2
05370280+0934046,lam_Ori,84.26166666666525,9.567944444444283,108.81461999999999,5082.0,7.0,3.0137691,0.030798215,0.04871675,7.3090496,0.36455753,6.35,7.6,6.43,6.51,3.1,3.46,4.95,4.16,5.65,5.57,7.52,7.57,4.97,6.25,2.13
05372142+0950279,lam_Ori,84.33924999999856,9.841083333333165,70.37791,4905.0,39.0,2.8128509999999998,0.067042336,-0.16296141,7.4506497000000005,0.3650797,6.04,7.38,6.31,6.28,2.94,3.2900002,4.86,4.06,5.42,5.26,7.26,7.31,4.85,6.09,1.89
05320080+1202462,lam_Ori,83.00333333333194,12.046166666666462,122.52051499999999,4793.0,14.0,2.6884277,0.065184206,-0.1118683,9.0255,0.3644605,6.15,7.39,6.23,6.32,2.88,3.3400002,4.8,4.01,5.46,5.39,7.35,7.37,4.81,6.1,1.99
