CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,NA1,MG1,AL1,CA1,SC1,SC2,TI1,V1,CR1,CR2,FE1,FE2,CO1,NI1,Y2
05373877+0959506,lam_Ori,84.41154166666523,9.997388888888725,99.975815,4656.0,11.0,2.3636377,0.03353154,-0.07788853,11.15805,0.36467415,6.21,7.43,6.35,6.35,2.96,3.3200002,4.9,4.04,5.48,5.4300003,7.37,7.45,4.91,6.15,2.16
05321761+1208553,lam_Ori,83.07337499999859,12.148694444444239,92.03394,5239.0,31.0,3.0757732000000004,0.057248335,-0.038060497,14.94285,0.36471465,6.27,7.37,6.23,6.4100003,3.01,3.3400002,4.84,4.02,5.52,5.46,7.42,7.47,4.84,6.14,2.11
05334226+1009283,lam_Ori,83.42608333333193,10.15786111111094,74.89283,4594.0,20.0,2.2456872000000003,0.053090084,-0.34763098,15.65625,0.36494467,5.96,7.24,6.18,6.08,2.76,3.1000001,4.64,3.84,5.23,5.12,7.08,7.14,4.7,5.88,1.66
05334803+1003121,lam_Ori,83.45012499999858,10.053361111110943,95.849884,4703.0,7.0,2.491135,0.09039538,-0.26486966,18.2688,0.36466540000000003,6.02,7.29,6.2,6.19,2.77,3.2,4.74,3.85,5.23,5.21,7.14,7.22,4.77,5.96,1.75
05302857+1200144,lam_Ori,82.61904166666527,12.003999999999795,150.09634,4854.0,32.0,2.8224435000000003,0.07861428,0.02176997,18.684351,0.3643401,6.22,7.52,6.3599997,6.4100003,2.99,3.47,4.93,4.07,5.56,5.56,7.46,7.52,4.94,6.24,2.14
05340350+0955330,lam_Ori,83.51458333333194,9.925833333333165,109.58658,4781.0,5.0,2.5927187999999997,0.01297821,-0.2100159,19.8834,0.36455747,6.0499997,7.3199997,6.22,6.25,2.9,3.27,4.79,3.9199998,5.34,5.25,7.23,7.26,4.75,6.01,1.86
05303283+1210036,lam_Ori,82.63679166666527,12.167666666666465,171.79388,4962.0,16.0,2.7178226000000003,0.033023432,0.10718387,20.7422,0.36428115,6.47,7.63,6.5,6.57,3.17,3.47,5.0,4.21,5.73,5.55,7.58,7.6,5.02,6.34,2.23
05364270+0959508,lam_Ori,84.17791666666523,9.997444444444275,54.94754399999999,4764.0,31.0,2.657941,0.04950369,0.07900322,24.472351,0.36576190000000003,6.41,7.52,6.54,6.52,3.1,3.51,4.99,4.16,5.64,5.52,7.55,7.62,5.03,6.41,2.26
05312805+1209103,lam_Ori,82.8668749999986,12.152861111110909,120.812675,4754.0,0.0,2.7,0.0,-0.21,25.67085,0.41264543,,,,,,,,,,,,,,,
05314900+1156261,lam_Ori,82.95416666666527,11.940583333333132,117.19908000000001,5067.0,5.0,3.0039860000000003,0.06691760599999999,0.020998374,25.89545,0.36449745,6.3199997,7.52,6.41,6.46,3.04,3.44,4.9,4.07,5.6,5.5,7.49,7.51,4.92,6.24,2.15
05351905+0954551,lam_Ori,83.82937499999859,9.915305555555387,72.711395,5091.0,0.0,3.61,0.0,-0.08,26.752953,3.080836,,,,,,,,,,,,,,,
05365507+0935430,lam_Ori,84.2294583333319,9.595277777777618,115.32868,4662.0,11.0,2.5671353,0.050388668,0.04629181,27.5097,0.3645738,6.35,7.62,6.52,6.44,3.06,3.44,4.96,4.18,5.58,5.55,7.48,7.53,5.08,6.36,1.98
05345722+0938338,lam_Ori,83.73841666666527,9.64272222222206,146.38388,5165.0,5.0,2.773359,0.0033835396000000003,-0.16135213,30.735651,0.3643438,6.19,7.3199997,6.2,6.35,2.83,3.2,4.75,3.82,5.43,5.25,7.3,7.33,4.65,6.0,1.89
05351955+1001578,lam_Ori,83.83145833333192,10.032722222222056,136.64023,5136.0,21.0,2.970323,0.024780389,-0.03166025,31.1661,0.36440003,6.25,7.46,6.3399997,6.42,3.01,3.44,4.85,4.01,5.53,5.46,7.42,7.47,4.87,6.16,2.08
05305959+1155330,lam_Ori,82.74829166666525,11.925833333333127,97.710045,5189.0,13.0,3.1145812999999998,0.05207661,-0.07301328,31.962051000000002,0.36465377,6.18,7.37,6.1299996,6.4,2.9,3.3100002,4.77,4.0,5.5,5.34,7.37,7.42,4.74,6.09,1.97
05320102+1205298,lam_Ori,83.00424999999859,12.09161111111091,158.86081000000001,4630.0,2.0,2.387832,0.06144943,-0.13364328,32.31245,0.36432790000000004,6.2999997,7.45,6.3599997,6.31,2.92,3.3000002,4.83,4.01,5.43,5.35,7.33,7.34,4.87,6.14,1.83
05352470+0954303,lam_Ori,83.85291666666522,9.9084166666665,20.330616,4997.0,194.0,2.9241552000000004,0.492806,-0.2837196,34.00825,0.3720922,6.08,,,6.0,,,4.94,3.8899998999999994,5.69,,7.09,7.84,4.73,6.03,
05354660+0940350,lam_Ori,83.94416666666523,9.676388888888726,116.804,4821.0,2.0,2.9587722000000003,0.06462807,0.10570975,34.309303,0.36475262,6.43,7.65,6.58,6.57,3.18,3.49,5.08,4.3199997,5.72,5.62,7.57,7.54,5.14,6.42,2.17
05340150+0949462,lam_Ori,83.5062499999986,9.829499999999834,124.20821000000001,5024.0,16.0,2.659855,0.038490865,-0.16586374,34.351402,0.36446726,6.12,7.2799997,6.25,6.33,2.88,3.27,4.75,3.8799998999999996,5.49,5.28,7.29,7.29,4.76,6.03,1.82
05365187+0955476,lam_Ori,84.21612499999858,9.929888888888724,98.63568000000001,4684.0,27.0,2.4845767000000003,0.023304671000000002,-0.085021935,36.5265,0.364706,6.2,7.36,6.3199997,6.35,2.88,3.3200002,4.86,3.98,5.48,5.41,7.37,7.43,4.86,6.15,2.12
05354941+1007301,lam_Ori,83.9558749999986,10.125027777777607,120.37172,4998.0,28.0,2.5674937,0.03401772,-0.2871322,37.84505,0.36447713,6.0699997,7.22,6.14,6.2200003,2.79,3.15,4.64,3.78,5.3,5.14,7.18,7.18,4.66,5.96,1.76
05333030+0953141,lam_Ori,83.37624999999859,9.887249999999835,113.62115,4534.0,11.0,2.2665598,0.095279805,-0.14346774,39.53275,0.36457816,6.2,7.39,6.3399997,6.33,2.91,3.26,4.84,4.01,5.45,5.41,7.32,7.33,4.88,6.11,2.06
05371104+0936233,lam_Ori,84.2959999999986,9.60647222222206,131.7751,5157.0,9.0,2.8974955000000002,0.026475305,-0.14528210000000005,40.4264,0.36440733,6.1299996,7.37,6.22,6.35,2.89,3.2800002,4.76,3.8999998999999996,5.38,5.3,7.31,7.31,4.75,6.04,1.93
05352348+0931195,lam_Ori,83.84783333333193,9.522083333333171,129.20287,4575.0,19.0,2.45519,0.07113425,-0.038731407,40.8395,0.36448488,6.22,7.5299997,6.42,6.4100003,3.01,3.4,4.95,4.12,5.59,5.52,7.44,7.46,5.0,6.23,2.2
05370131+0941550,lam_Ori,84.25545833333192,9.698611111110948,102.543144,4634.0,15.0,2.5630642999999997,0.08007182,0.24351314,42.414803000000006,0.36470127,6.81,7.8599997,6.7999997,6.59,3.29,3.64,5.13,4.43,5.8,5.84,7.68,7.7,5.35,6.52,2.29
05342795+0943381,lam_Ori,83.6164583333319,9.727249999999838,99.21480600000001,4926.0,52.0,2.459781,0.09961609,-0.32419953,43.504303,0.3647162000000001,6.0499997,7.259999799999999,6.22,6.2400002,2.9,3.15,4.76,3.8799998999999996,5.36,5.15,7.15,7.1,4.79,5.97,1.65
05341582+0952583,lam_Ori,83.56591666666527,9.882861111110943,120.488045,4719.0,30.0,2.7309866,0.020694676999999998,0.114412926,44.913452,0.36455253,6.3799996,7.71,6.64,6.51,3.2,3.5900002,5.09,4.2799997,5.71,5.67,7.57,7.61,5.19,6.38,2.25
05302468+1204289,lam_Ori,82.60283333333194,12.074694444444239,93.50146,4590.0,24.0,2.5268029999999997,0.06495519,-0.059396114000000014,45.1436,0.3649869,6.22,7.5699997,6.6,6.42,3.1,3.42,5.04,4.24,5.59,5.5,7.42,7.43,5.05,6.26,2.03
05311120+1201350,lam_Ori,82.79666666666525,12.026388888888686,138.71216,5004.0,7.0,2.4854221,0.025461933,-0.37290195,45.2193,0.3643696,5.99,7.23,6.14,6.13,2.74,3.1200001,4.57,3.6999998,5.2,5.13,7.09,7.11,4.58,5.84,1.57
